label,color,weather,subnivel,formalidad,adventurous,estampado,estilo,fit,application
845,DFC8B2,warm,1.1,Formal,3,smooth,classic,loose,freetime
846,FFFFFF,warm,1.1,Formal,3,smooth,classic,loose,freetime
847,DEB24C,warm,1.1,Formal,3,smooth,classic,loose,freetime
848,000000,warm,1.1,Formal,3,smooth,classic,loose,freetime
849,00008b,warm,1.1,Informal,3,ethnic,boho,straight,night
850,000000,warm,1.1,Formal,1,smooth,casual,tight,work
851,ECE9D6,warm,1.1,Formal,1,smooth,casual,tight,work
852,666633,warm,3.1,Informal,3,smooth,boho,straight,freetime
853,87CEFA,warm,1.1,Informal,2,smooth,casual,tight,night
854,00008b,warm,1.2,Formal,3,printed,classic,loose,freetime
855,00008b,cold,1.1,Formal,1,smooth,casual,tight,freetime
856,5C2F83,cold,1.1,Formal,1,smooth,casual,tight,freetime
857,00008b,warm,1.2,Formal,1,smooth,minimal,tight,freetime
858,A57E62,cold,3.2,Formal,1,smooth,classic,,freetime
859,D84936,cold,3.2,Formal,1,smooth,classic,,freetime
860,008000,cold,3.2,Formal,1,smooth,classic,,freetime
861,00008b,cold,3.0,Informal,1,horizontal_stripes,street,tight,freetime
862,FFFFFF,cold,2.0,Formal,2,floral,classic,straight,freetime
863,000000,cold,2.0,Formal,2,floral,classic,straight,freetime
864,000000,cold,2.0,Informal,1,smooth,minimal,tight,freetime
865,000081,cold,1.1,Formal,1,smooth,street,tight,freetime
866,00008b,cold,3.1,Formal,2,vertical_stripes,classic,tight,work
867,00008b,cold,3.1,Formal,1,smooth,minimal,straight,work
868,000000,cold,3.1,Formal,1,smooth,minimal,straight,work
869,000000,cold,3.0,Formal,2,horizontal_stripes,classic,straight,freetime
870,00008b,cold,3.1,Formal,1,geometric,classic,straight,work
871,000000,warm,1.1,Informal,1,smooth,casual,loose,freetime
872,666633,warm,1.1,Informal,1,smooth,casual,loose,freetime
873,FFA500,warm,1.1,Informal,1,smooth,casual,loose,freetime
874,FFC0CB,cold,3.1,Informal,1,smooth,casual,straight,freetime
875,666633,cold,3.1,Informal,1,smooth,casual,straight,freetime
876,00008b,cold,3.1,Informal,1,smooth,casual,straight,freetime
877,000000,warm,1.1,Informal,2,smooth,street,tight,freetime
878,00008b,warm,1.1,Informal,2,smooth,street,tight,freetime
879,00008b,warm,2.0,Informal,1,smooth,minimal,tight,work
880,ECE9D6,warm,2.0,Informal,1,smooth,minimal,tight,work
881,87CEFA,warm,2.0,Formal,2,vertical_stripes,classic,straight,working_girl
882,00008b,warm,3.0,Formal,3,animal_print,classic,loose,freetime
883,00008b,cold,3.1,Formal,1,smooth,classic,straight,freetime
884,40E0D0,warm,3.0,Formal,2,smooth,classic,loose,freetime
885,D3D3D3,warm,3.0,Informal,2,smooth,boho,loose,freetime
886,00008b,warm,3.0,Informal,2,smooth,boho,loose,freetime
887,ECE9D6,warm,3.0,Informal,2,smooth,boho,loose,freetime
888,008000,warm,3.0,Informal,2,smooth,boho,loose,freetime
889,87CEFA,warm,2.0,Formal,3,smooth,classic,straight,freetime
890,DEB24C,warm,2.0,Formal,3,smooth,classic,straight,freetime
891,008000,warm,2.0,Informal,3,smooth,boho,tight,night
892,00008b,warm,2.0,Informal,3,smooth,boho,tight,night
893,B94600,warm,2.0,Informal,2,smooth,street,straight,freetime
894,ECE9D6,cold,3.0,Informal,3,smooth,street,loose,freetime
895,87CEFA,warm,2.0,Formal,1,smooth,classic,straight,working_girl
896,FFFF00,warm,2.0,Formal,2,miniprint,classic,straight,freetime
897,86BE2D,warm,1.1,Informal,3,sheets,boho,straight,freetime
898,DFC8B2,cold,3.1,Informal,1,smooth,casual,tight,freetime
899,666633,cold,3.1,Informal,1,smooth,casual,tight,freetime
900,00008b,warm,3.1,Informal,2,smooth,boho,loose,freetime
901,DFC8B2,warm,3.1,Informal,2,smooth,boho,loose,freetime
902,00008b,warm,3.2,Informal,2,horizontal_stripes,casual,,work
903,666633,warm,3.2,Informal,2,horizontal_stripes,casual,,work
904,000000,warm,1.1,Informal,3,floral,boho,straight,freetime
905,40E0D0,warm,2.0,Informal,3,sheets,boho,straight,freetime
906,DFC8B2,warm,3.2,Informal,2,smooth,classic,,night
907,ECE9D6,warm,2.0,Informal,1,smooth,casual,loose,freetime
908,00008b,warm,1.1,Formal,2,smooth,classic,straight,freetime
909,DEB24C,warm,1.1,Formal,2,smooth,classic,straight,freetime
910,666633,warm,1.1,Formal,2,smooth,classic,straight,freetime
911,008000,warm,1.1,Formal,1,sheets,classic,loose,freetime
912,D84936,warm,1.1,Formal,1,sheets,classic,loose,freetime
913,000000,cold,3.1,Informal,1,smooth,street,straight,night
914,666633,cold,3.1,Informal,1,smooth,street,straight,night
915,ECE9D6,cold,2.0,Formal,2,other,classic,straight,freetime
916,000000,warm,1.2,Informal,2,smooth,street,straight,freetime
917,008000,warm,1.2,Informal,2,smooth,street,straight,freetime
918,00008b,warm,1.2,Informal,2,smooth,street,straight,freetime
919,DEB24C,warm,1.2,Informal,2,smooth,boho,straight,night
920,008000,warm,1.2,Informal,2,smooth,boho,straight,night
921,000000,warm,1.2,Informal,2,smooth,boho,straight,night
922,87CEFA,cold,3.0,Formal,3,smooth,classic,straight,freetime
923,00008b,warm,3.0,Informal,1,smooth,casual,loose,freetime
924,808080,warm,3.0,Informal,1,smooth,casual,loose,freetime
925,000000,warm,1.1,Informal,1,vertical_stripes,minimal,straight,working_girl
926,ECE9D6,warm,1.1,Informal,1,vertical_stripes,minimal,straight,working_girl
927,DEB24C,warm,2.0,Informal,2,smooth,casual,straight,freetime
928,B94600,warm,2.0,Informal,2,smooth,casual,straight,freetime
929,DFC8B2,warm,2.0,Informal,2,smooth,casual,straight,freetime
930,B11730,warm,3.0,Informal,1,smooth,street,oversize,freetime
931,00008b,warm,3.0,Informal,1,smooth,street,oversize,freetime
932,00008b,warm,2.0,Informal,2,horizontal_stripes,classic,tight,freetime
933,D3D3D3,cold,3.0,Formal,2,smooth,classic,straight,work
934,00008b,cold,3.0,Informal,2,horizontal_stripes,street,loose,freetime
935,00008b,cold,1.1,Formal,1,bodoque,classic,straight,freetime
936,000081,warm,1.1,Formal,1,smooth,classic,tight,freetime
937,000000,warm,2.0,Formal,1,horizontal_stripes,classic,straight,freetime
938,666633,warm,2.0,Formal,1,horizontal_stripes,classic,straight,freetime
939,FFC0CB,warm,2.0,Informal,2,horizontal_stripes,casual,loose,freetime
940,FFC0CB,warm,3.0,Informal,2,smooth,boho,loose,work
941,666633,warm,2.0,Informal,2,smooth,boho,tight,freetime
942,ECE9D6,warm,2.0,Informal,2,smooth,boho,tight,freetime
943,87CEFA,cold,3.1,Informal,1,smooth,street,straight,freetime
944,666633,warm,1.1,Formal,2,miniprint,classic,straight,freetime
945,B94600,warm,2.0,Informal,2,floral,boho,loose,freetime
946,BBE2AD,cold,3.0,Informal,2,smooth,boho,oversize,freetime
947,ECE9D6,warm,2.0,Informal,2,smooth,casual,straight,freetime
948,00008b,warm,3.0,Formal,1,smooth,minimal,straight,freetime
949,FFFFFF,warm,1.1,Informal,2,vertical_stripes,casual,straight,freetime
950,000000,warm,1.1,Formal,3,sheets,classic,straight,freetime
951,FFC0CB,warm,3.0,Formal,2,floral,classic,loose,work
952,000000,warm,1.1,Formal,1,smooth,street,tight,freetime
953,00008b,warm,1.1,Informal,1,smooth,minimal,straight,freetime
954,000000,warm,1.1,Informal,1,smooth,minimal,straight,freetime
955,FFFFFF,warm,1.1,Informal,2,smooth,street,straight,freetime
956,00008b,warm,3.1,Informal,2,ethnic,boho,loose,freetime
957,000000,warm,3.1,Formal,2,smooth,minimal,straight,freetime
958,00008b,warm,3.1,Formal,2,smooth,minimal,straight,freetime
959,00008b,warm,2.0,Informal,1,smooth,minimal,straight,freetime
960,FFFFFF,warm,2.0,Informal,1,smooth,minimal,straight,freetime
961,000000,warm,2.0,Informal,1,smooth,minimal,straight,freetime
962,FFFFFF,warm,3.0,Formal,2,floral,classic,loose,freetime
963,164A0A,warm,2.0,Informal,2,vertical_stripes,boho,loose,work
964,FFFFFF,warm,2.0,Informal,2,vertical_stripes,boho,loose,work
965,40E0D0,warm,3.2,Formal,2,geometric,classic,,freetime
966,008000,warm,3.2,Formal,2,geometric,classic,,freetime
967,008000,warm,3.2,Formal,2,miniprint,classic,,freetime
968,008000,warm,3.2,Formal,2,retro,classic,,work
969,FFC0CB,warm,2.0,Informal,1,horizontal_stripes,boho,loose,freetime
970,40E0D0,warm,2.0,Informal,1,horizontal_stripes,boho,loose,freetime
971,FFFFFF,warm,2.0,Informal,1,horizontal_stripes,boho,loose,freetime
972,B94600,warm,1.1,Informal,2,smooth,classic,loose,freetime
973,00008b,warm,1.1,Informal,2,smooth,casual,straight,work
974,00008b,warm,1.1,Informal,2,polka_dot,classic,straight,freetime
975,153668,cold,3.0,Formal,1,floral,casual,straight,freetime
976,87CEFA,warm,2.0,Informal,2,smooth,boho,straight,freetime
977,666633,warm,1.1,Formal,3,smooth,classic,tight,night
978,FFC0CB,warm,1.1,Formal,3,smooth,classic,tight,night
979,000000,warm,3.1,Formal,5,tropical,street,straight,freetime
980,164A0A,cold,3.0,Informal,2,smooth,boho,loose,work
981,462C0E,warm,2.0,Informal,2,printed,boho,loose,freetime
982,DEB24C,warm,3.1,Informal,2,smooth,minimal,straight,night
983,666633,warm,3.1,Informal,2,smooth,minimal,straight,night
984,FFC0CB,warm,3.1,Informal,2,smooth,minimal,straight,night
985,00008b,warm,1.1,Informal,2,floral,boho,straight,freetime
986,00008b,warm,3.1,Informal,3,animal_print,street,straight,freetime
987,B11730,warm,3.1,Informal,3,animal_print,street,straight,freetime
988,164A0A,cold,3.0,Formal,2,smooth,classic,loose,working_girl
989,800000,warm,2.0,Informal,2,horizontal_stripes,casual,loose,freetime
990,008000,warm,2.0,Informal,2,horizontal_stripes,casual,loose,freetime
991,00008b,warm,2.0,Informal,2,horizontal_stripes,casual,loose,freetime
992,00008b,cold,3.0,Informal,3,horizontal_stripes,street,loose,night
993,000000,warm,2.0,Informal,2,sheets,boho,straight,freetime
994,00008b,warm,1.1,Informal,2,smooth,casual,loose,freetime
995,DFC8B2,warm,1.1,Informal,2,smooth,casual,loose,freetime
996,0000FF,cold,1.1,Informal,2,smooth,minimal,straight,work
997,B94600,warm,2.0,Informal,2,animal_print,street,straight,freetime
998,00008b,cold,3.0,Formal,1,smooth,classic,straight,freetime
999,D84936,cold,2.0,Informal,1,vertical_stripes,casual,straight,freetime
1000,00008b,cold,2.0,Informal,1,vertical_stripes,casual,straight,freetime
1001,B11730,warm,2.0,Formal,1,smooth,classic,straight,freetime
1002,00008b,warm,2.0,Formal,1,smooth,classic,straight,freetime
1003,87CEFA,warm,2.0,Formal,1,smooth,classic,straight,freetime
1004,000000,warm,2.0,Formal,1,smooth,classic,straight,freetime
1005,164A0A,warm,2.0,Formal,1,smooth,classic,straight,freetime
1006,00008b,cold,2.0,Informal,2,retro,boho,straight,freetime
1007,FFA500,warm,1.1,Informal,2,smooth,casual,straight,freetime
1008,000081,warm,1.1,Informal,2,smooth,casual,straight,freetime
1009,B11730,warm,1.1,Formal,2,printed,classic,straight,freetime
1010,ECE9D6,warm,1.1,Formal,2,printed,classic,straight,freetime
1011,DEB24C,warm,3.0,Informal,2,geometric,boho,loose,freetime
1012,008000,warm,3.0,Informal,2,geometric,boho,loose,freetime
1013,B11730,warm,3.0,Informal,2,geometric,boho,loose,freetime
1014,008000,warm,3.1,Informal,2,floral,street,loose,freetime
1015,DFC8B2,warm,3.1,Informal,2,floral,street,loose,freetime
1016,FFFFFF,warm,3.0,Informal,2,smooth,street,loose,freetime
1017,86BE2D,warm,3.0,Informal,2,smooth,street,loose,freetime
1018,BBE2AD,warm,3.0,Informal,2,smooth,street,loose,freetime
1019,FFC0CB,warm,3.0,Informal,2,smooth,street,loose,freetime
1020,D3D3D3,warm,3.0,Informal,2,smooth,street,loose,freetime
1021,00008b,warm,3.0,Informal,2,smooth,street,loose,freetime
1022,E65A5B,warm,3.0,Informal,2,smooth,street,loose,freetime
1023,000000,warm,3.0,Informal,2,smooth,street,loose,freetime
1024,FFFF00,warm,3.0,Informal,2,smooth,street,loose,freetime
1025,008000,warm,3.0,Informal,2,smooth,street,loose,freetime
1026,FFA500,warm,3.0,Informal,2,smooth,street,loose,freetime
1027,000081,warm,3.0,Informal,2,smooth,street,loose,freetime
1028,B11730,warm,3.0,Informal,2,smooth,street,loose,freetime
1029,87CEFA,warm,3.0,Informal,2,smooth,street,loose,freetime
1030,00008b,warm,1.1,Informal,2,smooth,casual,straight,freetime
1031,B11730,warm,1.1,Informal,2,smooth,casual,straight,freetime
1032,ECE9D6,warm,2.0,Informal,2,ethnic,boho,straight,freetime
1033,FFFFFF,warm,1.2,Formal,3,bodoque,classic,tight,work
1034,800000,warm,2.0,Informal,2,vertical_stripes,street,straight,freetime
1035,9A8176,warm,1.1,Informal,2,smooth,minimal,straight,working_girl
1036,ECE9D6,warm,1.1,Informal,2,smooth,minimal,straight,working_girl
1037,FFC0CB,warm,1.1,Informal,2,smooth,minimal,straight,working_girl
1038,B11730,warm,3.0,Formal,1,floral,classic,loose,freetime
1039,B11730,warm,1.2,Formal,2,sheets,boho,loose,freetime
1040,000000,warm,3.1,Informal,3,floral,boho,loose,freetime
1041,DEB24C,warm,2.0,Informal,3,smooth,casual,straight,freetime
1042,666633,warm,2.0,Informal,3,smooth,casual,straight,freetime
1043,00008b,warm,2.0,Informal,3,smooth,casual,straight,freetime
1044,800000,warm,3.0,Formal,2,geometric,classic,straight,freetime
1045,DFC8B2,warm,2.0,Informal,2,animal_print,boho,straight,freetime
1046,DEB24C,warm,1.1,Formal,3,retro,classic,straight,freetime
1047,FFFFFF,warm,2.0,Informal,2,smooth,casual,straight,freetime
1048,FFFFFF,warm,2.0,Informal,2,smooth,street,straight,freetime
1049,00008b,warm,2.0,Informal,2,smooth,street,straight,freetime
1050,008000,warm,1.1,Informal,3,smooth,street,straight,freetime
1051,FFFF00,warm,1.1,Informal,3,smooth,street,straight,freetime
1052,FFC0CB,warm,2.0,Informal,1,smooth,casual,straight,freetime
1053,000000,warm,2.0,Informal,1,smooth,casual,straight,freetime
1054,5F5E5E,cold,3.1,Informal,3,animal_print,street,straight,freetime
1055,87CEFA,warm,1.1,Informal,5,smooth,street,tight,night
1056,00008b,warm,1.1,Informal,5,smooth,street,tight,night
1057,FFFFFF,warm,1.1,Informal,3,smooth,casual,tight,freetime
1058,FFFF00,warm,1.1,Informal,3,smooth,casual,tight,freetime
1059,FFC0CB,warm,1.1,Informal,3,smooth,casual,tight,freetime
1060,40E0D0,warm,1.1,Informal,2,smooth,street,tight,freetime
1061,00008b,warm,1.1,Formal,2,miniprint,boho,straight,freetime
1062,FFFFFF,warm,2.0,Formal,2,smooth,classic,straight,freetime
1063,000081,warm,3.1,Informal,3,floral,boho,loose,freetime
1064,FFFFFF,warm,1.1,Formal,1,smooth,street,tight,freetime
1065,800000,warm,2.0,Informal,2,smooth,street,straight,freetime
1066,B94600,warm,1.2,Formal,2,cachemere,classic,loose,freetime
1067,000000,cold,3.0,Informal,2,horizontal_stripes,casual,straight,freetime
1068,00008b,warm,2.0,Informal,3,floral,boho,straight,freetime
1069,FFC0CB,cold,3.0,Formal,2,horizontal_stripes,classic,loose,freetime
1070,FFFFFF,cold,2.0,Informal,2,horizontal_stripes,street,straight,freetime
1071,D3D3D3,cold,3.0,Informal,1,smooth,casual,tight,freetime
1072,00008b,cold,3.0,Informal,1,smooth,casual,tight,freetime
1073,B94600,cold,3.0,Informal,1,smooth,casual,tight,freetime
1074,666633,cold,3.0,Informal,1,smooth,casual,tight,freetime
1075,00008b,cold,1.1,Informal,1,smooth,classic,straight,freetime
1076,FFFFFF,warm,2.0,Informal,2,smooth,boho,straight,freetime
1077,FFC0CB,warm,2.0,Informal,2,smooth,boho,straight,freetime
1078,000000,cold,2.0,Informal,2,horizontal_stripes,classic,straight,freetime
1079,FFFF00,cold,2.0,Informal,2,horizontal_stripes,classic,straight,freetime
1080,00008b,cold,3.1,Formal,2,checked,classic,straight,working_girl
1081,0000FF,cold,3.1,Formal,2,checked,classic,straight,working_girl
1082,008000,warm,1.2,Formal,2,floral,classic,loose,freetime
1083,DEB24C,cold,3.0,Informal,1,smooth,casual,loose,freetime
1084,C7A2A2,cold,3.0,Informal,1,smooth,casual,loose,freetime
1085,FFC0CB,warm,1.1,Formal,2,prince_of_wales,classic,straight,freetime
1086,000000,cold,1.1,Informal,1,miniprint,minimal,tight,freetime
1087,C19A6B,cold,1.1,Informal,1,miniprint,minimal,tight,freetime
1088,00008b,cold,1.1,Informal,1,miniprint,minimal,tight,freetime
1089,DEB24C,cold,1.1,Informal,1,miniprint,minimal,tight,freetime
1090,DEB24C,warm,3.2,Formal,1,smooth,classic,,freetime
1091,FFA500,warm,3.2,Formal,1,smooth,classic,,freetime
1092,000000,warm,3.2,Formal,1,smooth,classic,,freetime
1093,FFC0CB,warm,3.2,Formal,1,smooth,classic,,freetime
1094,FFFF00,warm,3.2,Informal,1,floral,boho,,work
1095,800000,warm,3.2,Informal,1,floral,boho,,work
1096,800000,warm,3.2,Informal,2,ethnic,street,,freetime
1097,00008b,warm,3.2,Informal,2,ethnic,street,,freetime
1098,00008b,warm,3.2,Informal,2,horizontal_stripes,boho,,freetime
1099,DEB24C,warm,3.2,Informal,2,horizontal_stripes,boho,,freetime
1100,0000FF,warm,3.2,Informal,2,geometric,boho,,freetime
1101,40E0D0,warm,3.2,Informal,2,geometric,boho,,freetime
1102,FFFF00,warm,3.2,Informal,2,geometric,boho,,freetime
1103,0000FF,warm,3.2,Informal,2,floral,boho,,freetime
1104,FFFF00,warm,3.2,Informal,2,floral,boho,,freetime
1105,B11730,warm,3.2,Informal,2,floral,boho,,freetime
1106,E65A5B,warm,3.2,Informal,2,smooth,night,,night
1107,164A0A,warm,3.2,Informal,2,smooth,night,,night
1108,C7A2A2,warm,3.2,Informal,2,smooth,night,,night
1109,164A0A,warm,3.2,Formal,3,smooth,night,,night
1110,00008b,warm,3.2,Formal,1,geometric,classic,,freetime
1111,00008b,warm,3.2,Informal,1,floral,boho,,freetime
1112,00008b,warm,3.2,Informal,1,horizontal_stripes,casual,,freetime
1113,FFA500,cold,3.0,Informal,2,horizontal_stripes,casual,straight,freetime
1114,00008b,cold,3.0,Informal,2,horizontal_stripes,casual,straight,freetime
1115,0000FF,warm,1.2,Formal,2,printed,classic,straight,freetime
1116,FFFF00,warm,2.0,Informal,2,smooth,street,loose,freetime
1117,DFC8B2,warm,1.1,Formal,1,smooth,minimal,loose,work
1118,DFC8B2,warm,1.2,Formal,1,smooth,classic,straight,freetime
1119,666633,warm,1.2,Formal,1,smooth,classic,straight,freetime
1120,FFFF00,warm,3.2,Informal,2,animal_print,street,,freetime
1121,DEB24C,warm,2.0,Informal,2,horizontal_stripes,casual,tight,freetime
1122,E65A5B,warm,2.0,Informal,2,horizontal_stripes,casual,tight,freetime
1123,008000,warm,1.1,Formal,1,floral,classic,straight,freetime
1124,000000,warm,1.1,Formal,1,floral,classic,straight,freetime
1125,000000,warm,1.2,Formal,2,floral,classic,,freetime
1126,B11730,warm,3.0,Informal,2,horizontal_stripes,casual,oversize,freetime
1127,666633,warm,2.0,Formal,2,smooth,classic,straight,freetime
1128,000081,warm,2.0,Formal,2,smooth,classic,straight,freetime
1129,FFFFFF,warm,2.0,Formal,2,smooth,classic,straight,freetime
1130,ECE9D6,warm,2.0,Informal,2,horizontal_stripes,casual,straight,freetime
1131,00008b,warm,3.1,Formal,2,printed,boho,straight,freetime
1132,008000,warm,1.1,Formal,2,smooth,classic,tight,night
1133,008000,warm,1.2,Formal,2,tropical,classic,straight,freetime
1134,462C0E,warm,3.1,Formal,2,pied_de_poule,classic,straight,freetime
1135,00008b,warm,2.0,Informal,2,vertical_stripes,street,oversize,freetime
1136,00008b,cold,1.1,Informal,2,smooth,boho,straight,night
1137,000000,warm,2.0,Formal,2,polka_dot,classic,straight,freetime
1138,FFC0CB,warm,2.0,Formal,2,polka_dot,classic,straight,freetime
1139,00008b,warm,3.1,Formal,2,floral,classic,straight,freetime
1140,000000,warm,2.0,Formal,2,vertical_stripes,classic,loose,freetime
1141,B11730,warm,2.0,Formal,2,vertical_stripes,classic,loose,freetime
1142,FF00A8,warm,3.0,Formal,2,smooth,classic,loose,freetime
1143,000081,warm,3.0,Formal,2,smooth,classic,loose,freetime
1144,BBE2AD,warm,3.0,Formal,2,smooth,classic,loose,freetime
1145,FFFF00,warm,3.0,Formal,2,smooth,classic,loose,freetime
1146,00008b,cold,3.0,Formal,1,smooth,classic,loose,freetime
1147,666633,cold,3.0,Formal,1,smooth,classic,loose,freetime
1148,000081,cold,3.0,Formal,1,smooth,classic,loose,freetime
1149,B11730,cold,3.0,Formal,1,smooth,classic,loose,freetime
1150,DFC8B2,warm,3.1,Informal,3,tropical,boho,loose,freetime
1151,00008b,warm,3.1,Formal,2,floral,classic,straight,freetime
1152,00008b,warm,1.2,Formal,2,smooth,night,tight,night
1153,000000,warm,1.2,Formal,2,smooth,night,tight,night
1154,B94600,warm,1.1,Formal,2,vertical_stripes,classic,loose,freetime
1155,DEB24C,warm,1.1,Formal,2,vertical_stripes,classic,loose,freetime
1156,87CEFA,cold,3.0,Informal,2,smooth,street,oversize,freetime
1157,D84936,cold,3.0,Informal,2,smooth,street,oversize,freetime
1158,FFC0CB,cold,3.0,Informal,2,smooth,street,oversize,freetime
1159,FFFFFF,warm,2.0,Informal,3,vertical_stripes,street,tight,night
1160,FFA500,warm,3.0,Informal,3,smooth,casual,loose,freetime
1161,DEB24C,cold,3.0,Formal,5,animal_print,street,straight,freetime
1162,00008b,cold,1.1,Formal,2,smooth,casual,tight,freetime
1163,666633,cold,1.1,Formal,2,smooth,casual,tight,freetime
1164,FFFFFF,cold,1.1,Formal,2,smooth,casual,tight,freetime
1165,FFFFFF,cold,3.0,Informal,2,horizontal_stripes,casual,straight,freetime
1166,00008b,cold,3.0,Informal,2,horizontal_stripes,casual,straight,freetime
1167,000000,warm,1.1,Informal,3,smooth,boho,straight,freetime
1168,00008b,warm,2.0,Formal,2,printed,classic,tight,freetime
1169,ECE9D6,warm,2.0,Formal,2,printed,classic,tight,freetime
1170,008000,warm,2.0,Formal,2,printed,classic,tight,freetime
1171,87CEFA,warm,2.0,Informal,2,printed,minimal,loose,freetime
1172,ECE9D6,warm,2.0,Informal,2,printed,minimal,loose,freetime
1173,153668,warm,3.0,Formal,1,smooth,classic,tight,freetime
1174,FF00A8,warm,3.0,Formal,1,smooth,classic,tight,freetime
1175,87CEFA,warm,3.0,Formal,1,smooth,classic,tight,freetime
1176,000000,warm,1.2,Formal,2,smooth,classic,straight,freetime
1177,FFFFFF,warm,1.2,Formal,2,smooth,classic,straight,freetime
1178,ECE9D6,cold,3.0,Formal,2,vertical_stripes,classic,loose,freetime
1179,D3D3D3,cold,3.0,Informal,2,smooth,boho,oversize,work
1180,DEB24C,cold,3.0,Informal,2,smooth,boho,oversize,work
1181,000000,cold,1.2,Formal,1,floral,classic,straight,work
1182,E65A5B,warm,3.0,Formal,1,smooth,classic,straight,freetime
1183,000000,warm,3.0,Formal,1,smooth,classic,straight,freetime
1184,008000,warm,3.0,Formal,1,smooth,classic,straight,freetime
1185,FFFF00,warm,3.0,Formal,1,smooth,classic,straight,freetime
1186,D84936,warm,3.0,Formal,1,smooth,classic,straight,freetime
1187,00008b,warm,3.0,Formal,1,smooth,classic,straight,freetime
1188,000000,warm,2.0,Informal,2,floral,casual,straight,freetime
1189,FFC0CB,cold,3.0,Informal,2,smooth,street,straight,freetime
1190,E65A5B,cold,3.0,Informal,2,smooth,street,straight,freetime
1191,FFA500,cold,3.0,Informal,2,smooth,street,straight,freetime
1192,00008b,warm,3.2,Informal,3,miniprint,boho,,freetime
1193,40E0D0,warm,3.2,Informal,2,vertical_stripes,casual,,freetime
1194,B11730,warm,3.2,Informal,2,vertical_stripes,casual,,freetime
1195,800000,warm,3.2,Formal,2,miniprint,classic,,freetime
1196,00008b,warm,1.2,Formal,1,floral,classic,straight,work
1197,153668,warm,1.2,Formal,1,floral,classic,straight,work
1198,D3D3D3,cold,3.0,Informal,1,smooth,boho,straight,freetime
1199,00008b,cold,3.0,Informal,1,smooth,boho,straight,freetime
1200,DEB24C,warm,2.0,Formal,1,floral,classic,straight,freetime
1201,666633,warm,2.0,Formal,1,floral,classic,straight,freetime
1202,00008b,cold,1.1,Informal,2,smooth,street,tight,freetime
1203,000081,cold,1.1,Informal,2,smooth,street,tight,freetime
1204,A57E62,warm,1.1,Informal,2,smooth,minimal,straight,freetime
1205,ECE9D6,warm,1.1,Informal,2,smooth,minimal,straight,freetime
1206,008000,cold,3.0,Informal,1,horizontal_stripes,street,tight,freetime
1207,ECE9D6,warm,2.0,Informal,2,smooth,casual,straight,freetime
1208,008000,warm,1.1,Informal,3,floral,street,loose,freetime
1209,FFFFFF,warm,1.1,Formal,2,smooth,street,tight,freetime
1210,BBE2AD,warm,1.1,Formal,2,smooth,street,tight,freetime
1211,FFFF00,warm,1.1,Formal,2,smooth,street,tight,freetime
1212,FFFF00,warm,1.2,Informal,1,geometric,boho,straight,work
1213,40E0D0,warm,2.0,Informal,2,horizontal_stripes,boho,straight,work
1214,00008b,warm,2.0,Informal,2,horizontal_stripes,boho,straight,work
1215,00008b,warm,1.1,Formal,2,smooth,casual,tight,work
1216,B94600,warm,1.2,Informal,1,smooth,boho,straight,freetime
1217,000081,warm,2.0,Formal,1,smooth,boho,straight,work
1218,FFA500,warm,2.0,Formal,1,smooth,boho,straight,work
1219,ECE9D6,warm,1.1,Formal,2,floral,boho,tight,freetime
1220,008000,warm,2.0,Informal,4,smooth,minimal,straight,work
1221,462C0E,warm,1.2,Formal,5,animal_print,boho,straight,freetime
1222,B94600,warm,1.2,Formal,2,smooth,classic,loose,freetime
1223,00008b,warm,1.2,Formal,2,smooth,classic,loose,freetime
1224,00008b,warm,2.0,Informal,1,floral,boho,loose,work
1225,00008b,warm,1.1,Informal,3,floral,boho,straight,freetime
1226,000000,warm,1.1,Formal,2,floral,boho,straight,freetime
1227,FFFFFF,cold,2.0,Formal,2,miniprint,classic,straight,work
1228,DEB24C,warm,3.1,Informal,3,floral,street,loose,freetime
1229,800000,warm,1.1,Formal,1,smooth,classic,tight,freetime
1230,000000,warm,1.1,Formal,1,smooth,classic,tight,freetime
1231,ECE9D6,warm,2.0,Informal,2,horizontal_stripes,casual,loose,freetime
1232,FFC0CB,warm,2.0,Informal,2,horizontal_stripes,casual,loose,freetime
1233,00008b,warm,3.0,Formal,1,smooth,boho,loose,freetime
1234,FFFFFF,warm,3.0,Formal,1,smooth,boho,loose,freetime
1235,87CEFA,cold,3.1,Formal,2,horizontal_stripes,classic,tight,working_girl
1236,FFFFFF,cold,3.1,Formal,2,horizontal_stripes,classic,tight,working_girl
1237,000081,warm,1.1,Formal,3,smooth,street,tight,freetime
1238,00008b,cold,1.2,Formal,1,smooth,night,straight,freetime
1239,462C0E,cold,3.2,Informal,3,smooth,boho,,freetime
1240,DEB24C,cold,3.2,Informal,3,smooth,boho,,freetime
1241,C19A6B,warm,2.0,Formal,3,geometric,boho,straight,freetime
1242,666633,warm,3.2,Informal,1,bodoque,boho,,work
1243,800000,warm,3.2,Informal,1,bodoque,boho,,work
1244,008000,warm,1.1,Informal,2,smooth,street,straight,freetime
1245,D3D3D3,cold,3.0,Informal,2,smooth,casual,oversize,freetime
1246,FFC0CB,cold,3.0,Informal,2,smooth,casual,oversize,freetime
1247,FFC0CB,warm,2.0,Formal,1,vertical_stripes,classic,straight,freetime
1248,000000,warm,2.0,Formal,1,vertical_stripes,classic,straight,freetime
